index|lemma|human_readable_pos|definition|synset_key_name|example|new_sentence
203|encourage|verb|spur on|encourage.v.03|His financial success encouraged him to look for a wife|His coach constantly encouraged him during the game to give his everything and achieve his full potential.
204|encourage|verb|spur on|encourage.v.03|His financial success encouraged him to look for a wife|The coach always tried to encourage his team to play harder and never give up.
205|encourage|verb|spur on|encourage.v.03|His financial success encouraged him to look for a wife|I will encourage my teammates before the football game to score a victory.
206|encourage|verb|spur on|encourage.v.03|His financial success encouraged him to look for a wife|Sue's coach encouraged her to work harder and improve her times in the upcoming track meet.
207|encourage|verb|spur on|encourage.v.03|His financial success encouraged him to look for a wife|I want to encourage my dance students to never give up, no matter how difficult the routine may seem.
208|encourage|verb|spur on|encourage.v.03|His financial success encouraged him to look for a wife|Watching marathon runners complete the race encouraged Samantha to try running a half-marathon herself.
209|encourage|verb|spur on|encourage.v.03|His financial success encouraged him to look for a wife|I always encourage my students to never give up and to reach their fullest potential.
210|encourage|verb|inspire with confidence; give hope or courage to|encourage.v.02|Encourage them to exercise their benefits.|The coach's pep talk encouraged her team to play their best and have confidence in their abilities.
211|encourage|verb|inspire with confidence; give hope or courage to|encourage.v.02|Encourage them to exercise their benefits.|I always encourage my friends to pursue their dreams, even if they face setback.
212|encourage|verb|inspire with confidence; give hope or courage to|encourage.v.02|Encourage them to exercise their benefits.|I try my best to encourage my students to believe in themselves and chase their dreams.
213|encourage|verb|inspire with confidence; give hope or courage to|encourage.v.02|Encourage them to exercise their benefits.|After receiving compliments from her supervisor, Lisa's colleagues felt encouraged to speak up more in meetings.
214|encourage|verb|inspire with confidence; give hope or courage to|encourage.v.02|Encourage them to exercise their benefits.|The teacher always tried to encourage her students to pursue their dreams and never give up.
215|encourage|verb|inspire with confidence; give hope or courage to|encourage.v.02|Encourage them to exercise their benefits.|I will always encourage my children to pursue their dreams and never give up on themselves.
216|encourage|verb|inspire with confidence; give hope or courage to|encourage.v.02|Encourage them to exercise their benefits.|She encouraged her daughter to pursue her dreams and never give up.
